candidate_id,manual_label,manual_notes,transcript_id,date,year,speaker,source_party,target_party,heuristic_positive_hits,heuristic_negative_hits,heuristic_score,heuristic_label,window_text
cand_13378,negative,,8245,2002-12-01,2002,Mustafa Özyürek,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative, sayin maliye bakani belki bu elestirilerimize cevap verecek. ben bu noktada net cevap istiyorum. sozculerinin agzindan akp oyle anliyorum ki imf programini reddetmektedir imf programina uymayacagini soylemektedir bunu resmi agizlarin da soyle
cand_13305,positive,,8204,2002-12-01,2002,Mustafa Özyürek,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,ilelim diye istiyorum. simdi degerli arkadaslarim 3 kasimdan beri toplumda bir bahar havasi cumhuriyet halk partisi ile iktidar partisi arasinda uzlasma dayanisma havasi var bunlarin hepsi guzel biz de buna destek veriyoruz. daha gecen gun burada 
cand_13306,mixed,,8204,2002-12-01,2002,Mustafa Özyürek,Cumhuriyet Halk Partisi,Anavatan Partisi,1,0,0.5,positive,bir kayitdisilik var turkiye de buyuk bir vergi kayip ve kacagi var bunlarla mucadele edelim. o gun -zannediyorum sayin mesut yilmaz basbakan idi sayin zekeriya temizel maliye bakani idi- onemli bir muhalefet de olmadan kanun cikmisti ve demokratik kit
cand_13314,mixed,,8204,2002-12-01,2002,Akif Hamzaçebi,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,ak zorundadir sistem onu saglamak zorundadir. anayasamizda da vardir herkes mali gucune gore vergi odemekle yukumludur. hukumet programinda da var. vergi reformunun cikis noktasi vergi adaleti olacaktir. simdi tasariya bakiyoruz kayitdisini onleme
cand_13321,mixed,,8204,2002-12-01,2002,Ali Kemal Kumkumoğlu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,lan rakam 607 milyar liradir. yani biz burada herkesin anlayabilecegi bicimiyle sunu saglamaya calisiyoruz daha dogrusu hukumet sunu talep ediyor bizlerden 607 milyar liralik devlet tahvili ve hazine bonosu geliri elde edenlerin bu gelirlerinin ta
cand_13361,positive,,8245,2002-12-01,2002,Ali Kemal Deveciler,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,tayim. hepinizi sevgi ve saygilarimla selamliyorum. adalet ve kalkinma partisine ait gerek secim beyannamesinde gerekse hukumet programinda gorulecegi gibi tarim ve hayvanciligin acilen desteklenmesi gerektigi belirtilmektedir. arz acigi olan yagl
cand_13379,negative,,8245,2002-12-01,2002,Mustafa Özyürek,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,an siz o eski hukumetin bakani degil miydiniz demedik. erkan mumcu kimin bakaniydi degerli arkadaslarim siz burada eski hukumet doneminde gorev yapmis olan bakanlari icinizde bulunduracaksiniz siz eski hukumeti destekleyen milletvekillerini tekrar
cand_13398,mixed,,8285,2003-01-01,2003,Resul Tosun,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,0,0,0.0,mixed,chp mecliste olsaydi o vekiller de su anda orada oturuyor olacakti.
cand_14469,mixed,,9145,2003-04-01,2003,Nihat Ergün,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,0,0,0.0,mixed,turkiye de siyaset sahnesi degisti partiler aktorler hepsi birden degisti eski siyaset iyi olsaydi bu sahne degismezdi. cumhuriyet halk partisi ve ak parti siyaset yapma tarzini anlayisini yeniden ele alacagini ve yeni bir anlayisla hareket edecegini kamuoyuna he
cand_14638,mixed,,9345,2003-04-01,2003,Ensar Öğüt,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,0,0.0,mixed,efendim hukumet olarak siz veya meclis olarak bizler sali gunu -iki gun once- 56 46 ile hazineyi borclandirdik. ayni faizi uygulayalim 
cand_15049,negative,,9545,2003-05-01,2003,Haluk Koç,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,0,0.0,mixed,emekli edilen bircok calisan su anda idari yargiya gitmek zorunda. bir hukumet yasalara saygili oldugunu ifade eden bir hukumet evet anayasa mahkemesi bunu bozmustur o zaman bu sekilde emekli edilenler yargiya basvurmaksizin gorevlerine donebilirl
cand_01011,negative,,10865,2003-12-23,2003,Enis Tütüncü,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,0,0.0,mixed,rla kiyaslanmayacak olcude buyuk ve agir bir vergi seferberligine girismis oldugunu dikkatlerinize sunuyorum. gercekten akp iktidarinin birinci yilinda -bagislayiniz beni sanki deli dumrul ornegi bir uygulama turkiye de egemen kilinmak isteniy
cand_01064,negative,,10885,2003-12-24,2003,Berhan Şimşek,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,0,0.0,mixed,iyye olsa gerek. simdi dokunulmazliklari kaldirin diyoruz kaldirmayiz yargiya guvenimiz yok diyorsunuz. sayin basbakana erdogan a soruyorum kendi partisine bile genel baskanligi hukuken tartismali iken o gunleri sona erdiren ve karari veren yargi 
cand_14880,negative,,9465,2003-05-01,2003,Nejat Gencan,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,syonlari tasarida getirilmek istenilen degisikliklere karsi olduklarini belirtmektedirler. sayin milletvekilleri 57 nci hukumet doneminde hazirligi baslatilan ve tasari haline getirilen is yasasi 15 mart 2003 te yururluge girecekken 30 hazirana er
cand_14982,negative,,9505,2003-05-01,2003,Mehmet Ali Şahin,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,0,1,-0.5,negative, bilebilecek durumdayim. biraz once ciktigimda hur tesebbuse serbest tesebbuse yol acacak olan her girisime karsi cikan chp li bazi arkadaslarimizin bu tavrinin artik bugun cagdas dunyada yerinin olmadigini ifade ettim ve ozel tesebbusun kurmu
cand_00220,negative,,10185,2003-07-01,2003,Berhan Şimşek,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,killeri tasarinin 15 inci maddesiyle ilgili olarak grubum adina soz almis bulunuyorum yuce meclisi saygiyla selamlarim. hukumet goreve basladigi ilk gunden beri 1 ocak 2003 tarihinde yururluge giren 4734 sayili kamu ihale yasasina karsi olumsuz bi
cand_15468,negative,,9985,2003-07-01,2003,Mehmet Tomanbay,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,3,-0.4,negative,oldugunun ne denli hakli oldugunun bir onemli kaniti olmustur ancak ne yazik ki anayasa mahkemesinin bu kararina karsin akp hukumeti attigi yanlis adimla ulke ekonomisine ulkenin sosyal yapisina zarar vermekten baska hicbir etkisi olmayacak bu
cand_00769,negative,,10765,2003-12-18,2003,Halil Ünlütepe,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,zilari hukuksal ve bilimsel gerekcelerle sayin cumhurbaskanliginca tekrar gorusulmek uzere geri gonderildiginden siyasi iktidar hukuk tanimaz bir sekilde yanlisinda israr etmis cogunlukla yasalari aynen kabul ederek geri gondermistir. hatta cumhur
cand_00997,negative,,10865,2003-12-23,2003,Yakup Kepenek,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,2,-0.6667,negative, arkadaslar konumuz vergiler. vergi ekonomi ile politikanin kesistigi yerdir ve kamu hizmetlerinin parasal dayanagidir. hukumet son yillarda genelde imf ve dunya bankasinin katkilariyla bir yanlis uygulamaya bir yanlis akintiya kendini kaptirmis g
cand_13797,negative,,8845,2003-03-01,2003,Oğuz Oyan,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2,0,0.6667,positive,sayin baskan zapta gecsin komisyon ve hukumet katildigi onergeye oylamada katilmamaktadir. lutfen zapta gecsin bu bir takiyyedir baskan bunlar zapta gecsin. bu bir t
cand_14132,mixed,,9045,2003-03-01,2003,Nurettin Sözen,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2,0,0.6667,positive,ve gerekse yatirim oranlarindaki dususu ulkemizin gelecegi icin son derece onemli tehlikeleri akla getirmektedir. simdi iktidar partisi ve onun hukumetinin acil eylem planinin milli egitim bakanligiyla ilgili olan bolumune goz atalim. basliklar ar
cand_15093,positive,,9565,2003-05-01,2003,Hüseyin Güler,Anavatan Partisi,Cumhuriyet Halk Partisi,1,0,0.5,positive,imiz iscilerimizin avrupa normlarina uygun surekli is sahibi oldugu sendikali bir is hayatina kavusmalarini saglamaktir cumhuriyet halk partisi olarak tum mucadelemiz bunu gerceklestirmektir. degerli arkadaslar getirdiginiz bu tasari ve sergilediginiz sozde demok
cand_00470,negative,,10505,2003-11-12,2003,Hüseyin Ekmekcioğlu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,menin olmazsa olmaz kosullarindan birinin idari ve mali ozerklikle saglanabilen bilimsel ozgurluk oldugu bilinmektedir. akp hukumeti ise kendi istedigi kisileri atayarak bilim kurulu ve baskan araciligiyla bu ozerkligi istedigi gibi degistirme
cand_00633,positive,,10705,2003-12-11,2003,Kemal Anadol,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2,1,0.25,positive,a yilbasindan once cozumlensin diye dusunen cumhuriyet halk partisi 48 saatlik bekleme suresinden once meclis gundemine adalet ve kalkinma partisi tarafindan getirilen bu tasariyi memnuniyetle kabul etti cunku imarzedelerin sorununun bir an evvel cozumlenmesini isti
cand_00728,negative,,10745,2003-12-17,2003,Enis Tütüncü,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,mek istiyorum. evet enflasyon dusuyor. dogal olarak enflasyondaki bu dusus surecinin basarisiyla akp iktidari ovunuyor. akp iktidari tabii ki ovunuyor ovunuyor ama enflasyonun dususu henuz butcelere yansimadi carsiya pazara yansimadi evde kayn
cand_01098,negative,,10925,2004-01-06,2004,Salih Gün,Cumhuriyet Halk Partisi,Anavatan Partisi,0,0,0.0,mixed,u duzce illeridir. golcuk depremin merkez ussudur. bunu seye almiyorum. basta bayindirlik bakaninin partisi olan mhp li anap li ve dsp li belediyeler afetten hic etkilenmeseler bile her ay paylarini 5 kati partizanca almislardir. bu bir yerde d
cand_01240,positive,,11265,2004-02-17,2004,Abdullah Gül,Adalet ve Kalkınma Partisi,Doğru Yol Partisi,0,0,0.0,mixed,pmayi istedigimizi ne yapacagimizi ve sonunda ne icin ugrasacagimizi genis bir sekilde detayli bir sekilde anlatmistir. dogru yol partisi de -kendilerine tesekkur ediyorum- ne yapiliyor diye bizden bir brifing talebinde bulunmustur ayni sekilde genel baskan
cand_01591,negative,,11405,2004-02-28,2004,Hüseyin Ekmekcioğlu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,0,0.0,mixed,azgecerek teftis kurullari kapatilmakta sayistay denetimi ise disdenetim icin yeterli yapilanma icinde bulunmamaktadir. hukumet bu duzenlemeyle -eklemeyi dusundugu kamu personeli yerel yonetimler imar ve gelirlerle ilgili duzenlemelerle- birlikte 
cand_02129,negative,,12125,2004-06-16,2004,Onur Öymen,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,0,0.0,mixed, bazi kanallarda nedense hukumeti elestiren programlarin birer birer kaldirildigini goruyoruz. bu eminim ki cok degerli adalet ve kalkinma partisi uyesi milletvekillerinin de dikkatini cekmistir. televizyonlarda uzun zamandan beri izlediginiz ve halkin da begenisini
cand_02467,negative,,12405,2004-07-15,2004,Haluk Koç,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,0,0.0,mixed,kadrolara atanacaklar benzer gorevleri yapacaklari halde adi degistirilen ve bu nedenle yeni ihdas edilen kadrolara ise hukumet tarafindan veya hukumetin atadigi ust yoneticiler tarafindan yeni atamalar gerceklestirilecektir. teskilat yasalarinda 
cand_02564,negative,,12465,2004-09-14,2004,Ümmet Kandoğan,Doğru Yol Partisi,Anavatan Partisi,0,0,0.0,mixed,iyor. ak parti iktidarinda boyle bir sey olabilir mi son donemki haliyle -buranin altini ciziyorum son donemki haliyle- anap lasiyor veya mhp lilesiyor muyuz diye soruyor. anap lasiyor veya mhp lilesiyor muyuz diye soruyor sayin nevzat yalcinta
cand_01152,negative,,11125,2004-01-22,2004,Kemal Kılıçdaroğlu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,2,-0.6667,negative,uduru nasil bakacak basinin caresine mecburen dernek kuracak. okulun badana ve boyasini yapacak bir parayi eger merkezi hukumet gondermiyorsa bu adamcagiz nasil goturecek bu isi simdi pek cok okulda yakit sorunu var. yakit sorununu nasil cozecek s
cand_01589,negative,,11405,2004-02-28,2004,Ali Arslan,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,a gerek duymadiginiz -saniyorum yarin bu konuda bir calisma olacak- emek tabanli sivil toplum kuruluslarinin itirazlari akp nin uluslararasi baskilari da arkasina alarak omer dincer in makalesinde acikca ortaya koydugu niyetlerini yani yerelle
cand_02345,negative,,12305,2004-07-07,2004,Kemal Demirel,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,2,-0.6667,negative,an idari vesayetin yerel yonetimlerin hangi islemleri uzerinde olacagi ve bunun yogunlugu yasalarda belirlenmemektedir. akp iktidari bu yasa tasarisiyla belediyelere daha fazla ozerklik tanimayi ve idari vesayeti azaltmayi amacladigini aciklam
cand_02593,negative,,12485,2004-09-15,2004,Atilla Kart,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,mudahaleler kamuoyunun gozu onunde adeta naklen yayinlanirken canli ve naklen yayinlanirken hukumet ne yapiyordu siyasi iktidar ne yapiyordu .. sayin basbakan ve hukumet sozcusu sayin adalet bakaninin ifadelerine gore -ki ayni ifadeyi biraz evvel 
cand_02807,positive,,12985,2004-11-25,2004,Vahdet Sinan Yerlikaya,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,cekmisti o gun. degerli arkadaslarim iste cumhuriyet halk partisi grubunun tam destegi ve bu konusmaya kulak veren kimi akp li milletvekillerimizin sayesinde turkiye bu batakliga girmedi bu manzaralarla karsilasmadi ve turkiye bu suca ortak ol
cand_03159,negative,,13285,2004-12-22,2004,Yüksel Çorbacıoğlu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,l toplumun depolitizasyonu icin duzenlenmistir kanaatindeyim. bu kadar iddiali bir soz soyluyorum. sayin bakanimiz veya adalet ve kalkinma partisi sozculeri cikip diyebilir ki siz spora karsi misiniz hayir sporun icinden gelen bir insanim ama bu maddelerin konulus a
cand_01102,mixed,,10925,2004-01-06,2004,Kemal Kılıçdaroğlu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,a alinan paralarin geri odenmedigi bir alan haline maalesef donusmustur. kamu bankalariyla ilgili olarak da daha onceki hukumet doneminde ciddi duzenlemeler yapilmistir. bagimsiz bir kurum olusturulmustur. batan bankalardaki paralarin ve kamu bank
cand_01184,negative,,11165,2004-01-28,2004,Yakup Kepenek,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,u ulkeye yapilacak en buyuk kotuluklerden biri daha yuzde 10 lara cekilemeyen enflasyonun yeniden tirmanisa gecmesidir. hukumet bunun onune gecmeli ve bu merkez bankasina yonelik bagimsizligina yonelik ikircikli tutumundan kesenkes uzak durmalidir
cand_02193,negative,,12185,2004-06-23,2004,Kemal Sağ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2,0,0.6667,positive,oru onergesi verdim vermeye de devam edecegim ancak onemli konularda onemli sorularla dolu onergelerimizin bir bolumune iktidar mensuplarindan yanit dahi alamamaktayiz. denetimin yapilmasi ve dogrularin ortaya cikmasi amaciyla yoneltilen sorulara 
cand_02539,positive,,12425,2004-07-16,2004,Yaşar Tüzün,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,ikinci yasama yilini bitiriyoruz bu donemde ulusumuz icin ulkemiz icin gercekten saglikli kanunlar cikardik. bu noktada iktidar partisinin getirmis oldugu bircok kanun tasarilarina cumhuriyet halk partisi olarak destek verdik katki verdik muzakere
cand_02879,negative,,13005,2004-11-30,2004,Oğuz Oyan,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,cagini dusunuyorum. bu saatlerde biz sonuc olarak cok onemli bir sektor uzerine goruslerimizi acikliyoruz. bu konularda iktidar partisi milletvekillerinin de goruslerini daha fazla duymak isterdik ama ne yazik ki goruldugu gibi sadece muhalefet ko
cand_02929,positive,,13065,2004-12-03,2004,Bekir Bozdağ,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2,0,0.6667,positive,mizin demokratik hukuk devleti alaninda gelismesine onemli katki saglayacagina inandigimi ifade ediyorum. ayrica burada chp adina konusan degerli buyugumuzun ifade ettigi alanda ozgurlukleri kisitlar gibi gorunen alanlardaki degisikliklerin de
cand_03966,negative,,13925,2005-03-10,2005,Enver Öktem,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,0,0.0,mixed,ekilde yasam mucadelesini vermeye devam ediyorlar. dolayisiyla bugune kadarki butun yasal duzenlemeleri inceledigimizde akp nin secim oncesinde halka verdigi sozlerin tam tersine bir davranis icerisinde oldugunu ve giderek rotasini sermayeden 
cand_04076,negative,,13965,2005-03-16,2005,Bayram Meral,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,0,0.0,mixed,a... onlara gucunuz yetmiyor degil mi gariban bir isciyi kapinin disina koyacaksiniz... tebrik ederim sizi. ondan sonra ak parti isciden emekliden yana... konuyu bir vicdaniniza sunun degerli arkadaslarim ve bu maddeyi sizden ozellikle rica ediyoru
cand_04128,negative,,14005,2005-03-22,2005,Yakup Kepenek,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,0,0.0,mixed,adaslarim bu kursuden buralarda vurguladigimiz sordugumuz halde dogru durust bir ogretim uyesi yetistirme programini bu hukumet yururluge koyamamistir. simdi yanitinizda bana verdiginiz yanitta bu konuda ogretim uyesi yetistirmekle ilgili tasarila
cand_06177,negative,,15466,2005-11-30,2005,Hüseyin Ekmekcioğlu,Cumhuriyet Halk Partisi,Doğru Yol Partisi,0,0,0.0,mixed,sayin bakanim siz uzaydan gelmediniz siz dyp den geldiniz yillarca iktidar oldunuz niye cozmediniz
cand_06711,negative,,15685,2005-12-24,2005,Mustafa Özyürek,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,0,0.0,mixed,in baskan. simdi degerli arkadaslarim son olarak asgari ucret belli oldu biliyorsunuz 350 000 000 liralik asgari ucreti hukumet 380 000 000 a... denilebilir ki hukumet degil isverenlerle birlikte onu tespit ediyoruz ama sendikalara iscilere ragmen
cand_07043,negative,,15765,2005-12-28,2005,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,0,0,0.0,mixed,rakami vermesini kendisinden ozellikle istirham ediyorum. esnaflarla ilgili olarak... esnaflar kan agliyor. ben buradan adalet ve kalkinma partisi milletvekillerine soruyorum sayin kacir sana da soruyorum. pazar gunu istanbul da esnaf ve sanatkarlar odasinin genel k
cand_05515,positive,,14905,2005-06-29,2005,Faruk Çelik,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,0,1,-0.5,negative,urada hepimizi rencide eden de sahneler yasandi ifadeler kullanildi belki o birikimlerin de etkisiyle maksadi asan veya cumhuriyet halk partisi dine karsiymis gibi bir anlam yuklenen cumleler gercekten hepimizi uzmustur. bunu butun acikkalpliligimle ifade ediyoru
cand_05837,negative,,15246,2005-10-26,2005,Engin Altay,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,larini dilimin dondugu kadar anlattim anlatmaya calistim. gerek iktidar partisinin siz degerli mensuplari gerekse sayin hukumet -ki su anda da hukumet yok- bu sinop ilinin sorunlariyla ilgili maalesef cok duyarli olunamadi. hep soylemisimdir sinop
cand_06792,negative,,15705,2005-12-25,2005,Hüseyin Ekmekcioğlu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,leri elmali da caybogazi baraji ikinci bolumu yarim sekilde beklemektedir. yaklasik 14 000 hektari sulayacak olan tesis akp hukumeti goreve geldiginden bu yana hala bitirilmeyi beklemektedir. manavgat ilcemiz de sorunlar yumagi halindedir. yin
cand_07012,negative,,15745,2005-12-27,2005,Recep Tayyip Erdoğan,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,0,1,-0.5,negative,ve sayin baykal bilmiyorum bir hesap yanlisi mi yapiyor biz cumhuriyet tarihinin rekorunu kirdik diyoruz. derslik sinif demek.
cand_07036,negative,,15745,2005-12-27,2005,Kemal Anadol,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,en bir basbakan cumhuriyet tarihinde gorulmemistir. ne ismet pasa ne menderes ne suleyman demirel hicbir basbakan sayin recep tayyip erdogan in yaptigi mudahaleyi bugun yapmamistir. ve biz sayin adalet ve kalkinma partisi grup baskanvekilleri arkadaslarim bize
cand_07088,mixed,,15765,2005-12-28,2005,Orhan Sür,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,0,1,-0.5,negative,sarisi uzerinde uzunca bir suredir tartisiyoruz. cok cesitli iddialar var. muhalefet olarak biz baska seyler soyluyoruz iktidar partileri baska seyler soyluyor. sanirim ayni paralelde de dusunemiyoruz. simdi oncelikle sunu gozardi ediyoruz. karsil
cand_03658,negative,,13665,2005-02-09,2005,Abdulaziz Yazar,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2,0,0.6667,positive,nka kesmekte ciftcinin eline 88 000 lira gecmektedir bu destekleme de bir yil sonra odenmektedir. pamuk desteklemesinin hukumet tarafindan onceden aciklanmamasi nedeniyle bu yil ekili pamuk alanlari gecen yila oranla yuzde 50 azalmistir. hukumet b
cand_03815,positive,,13785,2005-02-23,2005,Ümmet Kandoğan,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive, ummet kandogan in ve sayin emin sirin in vermis oldugu teklifler genelse objektifse hakkaniyet kurallarina uygunsa biz adalet ve kalkinma partisi olarak bunu destekleyecegiz dedi canli yayinda ntv de beraber ciktigimiz programda bunu ifade etti. fakat her ne hikmet
cand_03879,negative,,13845,2005-03-02,2005,Mehmet Yıldırım,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive,ukunu biraz gec savunduk. degerli arkadaslar bakin bu tasarida olabildigince mutabakat saglanmamistir. hukumet ne diyor ak parti grubu toplumsal mutabakat saglanacak diyor degil mi simdi hepimiz diyoruz ki bir an once gidelim. nereye gidecegiz eve 
cand_04525,negative,,14345,2005-04-27,2005,Atilla Kart,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,1,0,0.5,positive, burokrasinin en tepesindeki kisi ve ayrica sozunu ettigim burokratin ben burada yoklugunda konusmuyorum hukumet burada hukumet cikip savunmasini yapabilir cevabini verebilir. bu noktada sizin ayrica bir degerlendirme yapmaniz gerekmez sayin baska
